Województwo,Nr okręgu,Kod gminy,Gmina,Powiat,Obwody,Uprawnieni,Karty wydane,Głosy oddane,Głosy nieważne,Głosy ważne,Dariusz Maciej GRABOWSKI,Piotr IKONOWICZ,Jarosław KALINOWSKI,Janusz KORWIN-MIKKE,Marian KRZAKLEWSKI,Aleksander KWAŚNIEWSKI,Andrzej LEPPER,Jan ŁOPUSZAŃSKI,Andrzej Marian OLECHOWSKI,Bogdan PAWŁOWSKI,Lech WAŁĘSA,Tadeusz Adam WILECKI
PODKARPACKIE,40,180108,Ustrzyki Dolne,bieszczadzki,18,12040,6616,6612,77,6535,36,10,249,85,1019,4059,178,34,785,4,45,31
PODKARPACKIE,40,180709,Wojaszówka,krośnieński,9,6723,3528,3526,67,3459,29,4,431,49,595,1493,242,46,514,3,37,16
PODKARPACKIE,40,181707,Zagórz,sanocki,9,9202,5119,5110,74,5036,33,5,368,45,1128,2505,181,21,672,6,65,7
PODKARPACKIE,40,181708,Zarszyn,sanocki,7,6772,4074,4074,68,4006,14,2,469,21,758,2036,215,31,417,3,37,3
PODKARPACKIE,41,181402,Adamówka,przeworski,4,3036,1846,1846,33,1813,8,3,285,6,439,854,88,6,108,2,12,2
PODKARPACKIE,41,181301,Bircza,przemyski,8,4991,2679,2675,51,2624,27,5,218,13,709,1087,135,13,352,1,59,5
PODKARPACKIE,41,180403,Chłopice,jarosławski,6,4117,2393,2391,36,2355,7,1,779,12,557,717,136,9,123,0,14,0
PODKARPACKIE,41,180902,Cieszanów,lubaczowski,7,5615,3475,3473,49,3424,16,4,630,23,639,1640,207,16,230,1,10,8
PODKARPACKIE,41,181302,Dubiecko,przemyski,10,7447,3572,3568,76,3492,26,12,430,15,836,1403,254,32,409,3,62,10
PODKARPACKIE,41,181303,Fredropol,przemyski,13,3905,2148,2148,40,2108,13,3,222,4,359,1117,127,7,225,1,25,5
PODKARPACKIE,41,181403,Gać,przeworski,5,3364,2098,2098,21,2077,11,3,509,20,396,885,115,29,102,0,5,2
PODKARPACKIE,41,180903,Horyniec,lubaczowski,5,3930,2225,2225,42,2183,15,2,274,10,417,1176,132,11,127,3,13,3
PODKARPACKIE,41,180401,Jarosław,jarosławski,19,31399,19658,19654,174,19480,155,33,747,286,5552,8036,372,237,3781,27,228,26
PODKARPACKIE,41,180404,Jarosław gm.,jarosławski,10,9022,5415,5411,88,5323,21,5,789,26,1514,1851,393,36,631,2,49,6
PODKARPACKIE,41,181404,Jawornik Polski,przeworski,4,3726,1910,1910,49,1861,13,2,391,9,370,750,103,21,176,0,22,4
PODKARPACKIE,41,181405,Kańczuga,przeworski,8,9524,5334,5332,72,5260,25,5,665,43,786,2938,346,44,362,1,36,9
PODKARPACKIE,41,181304,Krasiczyn,przemyski,5,3181,1753,1750,28,1722,13,4,106,9,379,861,103,6,210,3,23,5
PODKARPACKIE,41,181305,Krzywcza,przemyski,6,3593,1880,1879,52,1827,32,2,200,13,448,677,160,11,245,5,30,4
PODKARPACKIE,41,180405,Laszki,jarosławski,12,5061,3196,3196,50,3146,12,8,618,24,707,1336,181,10,209,2,34,5
PODKARPACKIE,41,180901,Lubaczów,lubaczowski,7,9217,5804,5801,56,5745,43,26,266,95,1101,3088,133,54,881,5,43,10
PODKARPACKIE,41,180904,Lubaczów gm.,lubaczowski,7,6593,3577,3576,65,3511,17,7,535,16,825,1570,222,15,275,2,24,3
PODKARPACKIE,41,181306,Medyka,przemyski,8,4531,2814,2812,60,2752,22,2,169,13,737,1153,181,24,407,3,37,4
PODKARPACKIE,41,180905,Narol,lubaczowski,8,6600,3730,3729,67,3662,24,3,731,38,738,1479,325,30,256,2,36,0
PODKARPACKIE,41,180906,Oleszyce,lubaczowski,7,4865,3103,3102,44,3058,47,10,463,16,537,1434,207,12,298,0,28,6
PODKARPACKIE,41,181307,Orły,przemyski,10,5947,3638,3637,59,3578,49,0,769,21,855,1286,213,11,332,10,26,6
PODKARPACKIE,41,180406,Pawłosiów,jarosławski,7,5470,3489,3488,39,3449,9,5,548,27,1081,1137,163,11,434,0,32,2
PODKARPACKIE,41,180407,Pruchnik,jarosławski,7,6760,4096,4091,48,4043,21,2,810,30,1453,1134,249,27,285,2,29,1
PODKARPACKIE,41,186201,Przemyśl,Przemyśl,37,53124,33458,33447,332,33115,338,70,601,321,7827,16305,661,312,6182,39,368,91
PODKARPACKIE,41,181308,Przemyśl gm.,przemyski,7,6387,3648,3648,46,3602,27,11,271,23,832,1510,246,24,613,1,26,18
PODKARPACKIE,41,181401,Przeworsk,przeworski,11,12218,8104,8102,80,8022,88,6,534,151,2114,3460,161,128,1292,8,71,9
PODKARPACKIE,41,181406,Przeworsk gm.,przeworski,11,10542,6815,6807,80,6727,36,10,1205,47,2232,2037,314,77,693,12,54,10
PODKARPACKIE,41,180402,Radymno,jarosławski,3,3996,2547,2547,22,2525,35,4,136,25,870,929,70,29,384,8,19,16
PODKARPACKIE,41,180408,Radymno gm.,jarosławski,12,8397,4915,4910,65,4845,27,9,1060,25,1047,1853,340,42,402,3,32,5
PODKARPACKIE,41,180409,Rokietnica,jarosławski,5,3299,1851,1850,39,1811,10,2,467,12,268,776,183,4,80,2,7,0
PODKARPACKIE,41,180410,Roźwienica,jarosławski,8,4647,2915,2914,66,2848,3,2,674,16,644,1020,215,19,209,4,39,3
PODKARPACKIE,41,181407,Sieniawa,przeworski,8,4840,3088,3087,35,3052,12,7,779,19,628,1175,96,28,281,2,23,2
PODKARPACKIE,41,180907,Stary Dzików,lubaczowski,6,3527,2174,2173,26,2147,7,8,777,9,403,753,124,6,54,0,5,1
PODKARPACKIE,41,181309,Stubno,przemyski,5,3030,1809,1808,40,1768,9,2,160,6,294,1034,148,8,95,2,7,3
PODKARPACKIE,41,181408,Tryńcza,przeworski,7,5932,3504,3504,61,3443,13,2,565,25,1079,981,267,33,424,6,44,4
PODKARPACKIE,41,180411,Wiązownica,jarosławski,11,7697,4920,4919,59,4860,50,4,1058,41,1266,1621,290,7,472,4,45,2
PODKARPACKIE,41,180908,Wielkie Oczy,lubaczowski,5,2988,1976,1976,32,1944,11,2,326,11,588,750,108,5,116,1,24,2
PODKARPACKIE,41,181409,Zarzecze,przeworski,9,5105,3220,3220,30,3190,16,4,783,20,496,1441,193,27,172,4,28,6
PODKARPACKIE,41,181310,Żurawica,przemyski,11,8879,5466,5465,94,5371,28,6,515,39,1208,2251,395,67,801,7,36,18
PODKARPACKIE,42,182001,Baranów Sandomierski,tarnobrzeski,8,8922,5162,5161,108,5053,28,5,587,45,1428,1686,276,91,830,2,64,11
PODKARPACKIE,42,181802,Bojanów,stalowowolski,9,4909,2833,2833,63,2770,16,3,260,30,1078,655,143,25,508,1,45,6
PODKARPACKIE,42,181102,Borowa,mielecki,10,4092,2599,2599,37,2562,5,2,587,12,322,1082,235,30,269,0,10,8
PODKARPACKIE,42,180601,Cmolas,kolbuszowski,8,5502,3211,3210,61,3149,30,1,383,16,1323,906,128,18,320,1,17,6
PODKARPACKIE,42,181103,Czermin,mielecki,6,4686,2510,2509,50,2459,8,3,540,12,357,1026,256,15,219,1,21,1
PODKARPACKIE,42,181104,Gawłuszowice,mielecki,7,2079,1240,1240,17,1223,2,4,429,7,192,374,98,7,95,0,14,1
PODKARPACKIE,42,182002,Gorzyce,tarnobrzeski,11,10022,6049,6046,77,5969,28,18,406,41,1054,3349,245,58,713,9,38,10
PODKARPACKIE,42,182003,Grębów,tarnobrzeski,8,7128,3730,3730,61,3669,7,3,418,35,675,1856,193,22,401,4,40,15
PODKARPACKIE,42,181201,Harasiuki,niżański,4,4617,2293,2293,35,2258,12,0,526,18,352,890,232,10,181,3,20,14
PODKARPACKIE,42,181202,Jarocin,niżański,7,4044,2074,2074,33,2041,24,5,206,31,390,949,160,12,246,2,11,5
PODKARPACKIE,42,181203,Jeżowe,niżański,12,6779,4197,4197,71,4126,30,5,484,29,1920,733,273,107,466,7,52,20
PODKARPACKIE,42,180602,Kolbuszowa,kolbuszowski,18,17489,10957,10945,107,10838,61,11,692,90,4378,4085,331,44,1077,2,54,13
PODKARPACKIE,42,181204,Krzeszów,niżański,3,3231,1650,1650,19,1631,14,4,230,21,326,666,169,26,146,0,14,15
PODKARPACKIE,42,180603,Majdan Królewski,kolbuszowski,8,7004,4157,4157,68,4089,23,3,415,29,1801,905,193,28,643,3,33,13
PODKARPACKIE,42,181101,Mielec,mielecki,30,46686,29508,29490,245,29245,250,50,979,426,5908,14483,524,564,5765,42,200,54
PODKARPACKIE,42,181105,Mielec gm.,mielecki,8,8573,5109,5108,72,5036,20,5,640,25,1143,1954,297,82,802,6,49,13
PODKARPACKIE,42,181205,Nisko,niżański,13,15767,9166,9163,133,9030,94,6,509,138,2331,3756,327,93,1657,11,72,36
PODKARPACKIE,42,180604,Niwiska,kolbuszowski,9,4098,2429,2429,53,2376,14,2,331,3,747,876,136,12,225,2,17,11
PODKARPACKIE,42,182004,Nowa Dęba,tarnobrzeski,15,14464,8261,8260,130,8130,76,19,484,88,2070,3588,304,66,1326,8,80,21
PODKARPACKIE,42,181106,Padew Narodowa,mielecki,9,4055,2396,2396,32,2364,6,5,744,17,378,719,151,43,280,1,14,6
PODKARPACKIE,42,181107,Przecław,mielecki,8,7664,4192,4192,84,4108,21,14,538,38,1174,1430,219,74,536,4,52,8
PODKARPACKIE,42,181803,Pysznica,stalowowolski,8,6563,3498,3496,65,3431,28,5,295,20,1197,1123,188,42,496,3,23,11
PODKARPACKIE,42,181804,Radomyśl,stalowowolski,5,5591,2989,2986,55,2931,15,7,333,10,495,1476,150,26,375,2,28,14
PODKARPACKIE,42,181108,Radomyśl Wielki,mielecki,12,9377,4990,4987,84,4903,9,4,897,28,1038,1717,453,43,635,1,65,13
PODKARPACKIE,42,180605,Raniżów,kolbuszowski,8,5110,3107,3106,57,3049,23,3,399,26,1203,827,268,26,245,5,22,2
PODKARPACKIE,42,181206,Rudnik nad Sanem,niżański,8,7588,4000,4000,59,3941,33,9,155,56,1069,1759,155,26,607,8,36,28
PODKARPACKIE,42,181801,Stalowa Wola,stalowowolski,33,52747,33079,33057,299,32758,356,87,867,669,8274,14996,558,346,6139,47,279,140
PODKARPACKIE,42,180606,Stary Dzikowiec,kolbuszowski,6,4721,2520,2518,43,2475,11,2,410,14,1020,680,94,13,205,4,18,4
PODKARPACKIE,42,186401,Tarnobrzeg,Tarnobrzeg,28,38326,23686,23676,223,23453,154,69,859,360,3807,13149,459,170,4164,21,202,39
PODKARPACKIE,42,181109,Tuszów Narodowy,mielecki,8,5316,3309,3308,36,3272,14,7,528,13,913,1078,185,117,371,5,37,4
PODKARPACKIE,42,181207,Ulanów,niżański,11,6541,3707,3706,82,3624,29,9,427,39,935,1298,226,21,573,8,30,29
PODKARPACKIE,42,181110,Wadowice Górne,mielecki,9,4922,2753,2753,42,2711,11,1,788,16,474,873,234,19,263,1,28,3
PODKARPACKIE,42,181805,Zaklików,stalowowolski,8,6617,3779,3775,48,3727,21,13,308,32,735,2013,128,22,413,7,30,5
PODKARPACKIE,42,181806,Zaleszany,stalowowolski,10,7743,4537,4537,85,4452,47,7,425,49,948,2140,211,52,524,6,28,15
PODLASKIE,43,200502,Białowieża,hajnowski,2,2098,1241,1240,10,1230,4,2,57,13,64,928,19,0,129,1,10,3
PODLASKIE,43,206101,Białystok,Białystok,155,213937,139955,139884,1073,138811,819,344,2932,2666,33312,65280,2010,1721,27917,99,1433,278
PODLASKIE,43,200301,Bielsk Podlaski,bielski,14,20407,13096,13095,100,12995,37,51,242,98,2229,8644,256,35,1326,8,52,17
PODLASKIE,43,200303,Bielsk Podlaski gm.,bielski,8,6828,3700,3700,47,3653,7,16,231,5,465,2599,218,9,92,0,9,2
PODLASKIE,43,200304,Boćki,bielski,5,4211,2441,2440,41,2399,2,1,231,13,670,1051,249,18,139,2,22,1
PODLASKIE,43,200302,Brańsk,bielski,2,2794,1782,1779,20,1759,7,2,143,16,803,420,84,16,249,3,13,3
PODLASKIE,43,200305,Brańsk gm.,bielski,9,5631,3625,3625,54,3571,6,2,827,14,1676,419,351,42,170,3,55,6
PODLASKIE,43,200201,Choroszcz,białostocki,11,9998,5367,5367,83,5284,29,5,320,73,1695,1811,216,74,1002,3,52,4
PODLASKIE,43,200202,Czarna Białostocka,białostocki,6,8767,5022,5022,51,4971,27,12,180,95,1208,2270,173,89,833,6,52,26
PODLASKIE,43,200503,Czeremcha,hajnowski,3,3145,1958,1956,11,1945,5,5,37,10,82,1684,41,1,78,0,0,2
PODLASKIE,43,200504,Czyże,hajnowski,4,2544,1563,1563,19,1544,0,2,57,3,16,1276,172,0,15,0,3,0
PODLASKIE,43,201101,Dąbrowa Białostocka,sokólski,10,10276,5759,5753,80,5673,30,5,1217,42,1493,1877,334,29,591,6,42,7
PODLASKIE,43,200203,Dobrzyniewo Kościelne,białostocki,5,6142,3567,3567,46,3521,12,1,501,43,1065,1082,145,22,601,0,45,4
PODLASKIE,43,201002,Drohiczyn,siemiatycki,5,5576,2778,2776,40,2736,10,4,760,23,744,750,177,14,232,0,18,4
PODLASKIE,43,200505,Dubicze Cerkiewne,hajnowski,3,1934,1142,1142,15,1127,1,5,37,4,8,931,127,0,13,0,1,0
PODLASKIE,43,201003,Dziadkowice,siemiatycki,3,2430,1234,1234,13,1221,6,2,389,5,303,264,130,7,92,1,20,2
PODLASKIE,43,200801,Goniądz,moniecki,5,3988,2117,2117,23,2094,5,2,340,14,474,801,220,6,211,1,17,3
PODLASKIE,43,201004,Grodzisk,siemiatycki,5,3928,2209,2208,32,2176,6,7,474,13,534,765,191,6,156,3,18,3
PODLASKIE,43,200204,Gródek,białostocki,8,4951,2932,2932,37,2895,3,6,56,19,161,2427,80,9,120,2,8,4
PODLASKIE,43,200501,Hajnówka,hajnowski,15,18689,11403,11398,105,11293,38,80,141,90,914,8696,260,27,956,8,63,20
PODLASKIE,43,200506,Hajnówka gm.,hajnowski,6,3749,2569,2569,14,2555,4,11,104,6,40,2109,223,3,44,0,0,11
PODLASKIE,43,201102,Janów,sokólski,4,3574,1695,1695,19,1676,7,0,472,13,287,514,216,10,135,4,15,3
PODLASKIE,43,200802,Jasionówka,moniecki,2,2409,1226,1226,16,1210,2,3,286,7,325,298,124,20,118,5,21,1
PODLASKIE,43,200803,Jaświły,moniecki,3,4465,2167,2163,23,2140,5,5,686,5,560,464,189,19,181,2,17,7
PODLASKIE,43,200205,Juchnowiec Kościelny,białostocki,8,8675,5488,5487,72,5415,19,13,407,79,1832,1865,241,82,801,3,55,18
PODLASKIE,43,200507,Kleszczele,hajnowski,4,2727,1681,1681,27,1654,4,5,55,4,76,1369,75,3,52,2,9,0
PODLASKIE,43,200804,Knyszyn,moniecki,5,3832,2090,2089,32,2057,21,6,290,14,526,774,131,18,252,0,22,3
PODLASKIE,43,201103,Korycin,sokólski,3,2749,1482,1475,13,1462,8,1,458,10,298,374,143,21,140,3,5,1
PODLASKIE,43,201104,Krynki,sokólski,4,3023,1832,1832,26,1806,0,0,98,14,418,925,102,14,214,3,15,3
PODLASKIE,43,200805,Krypno,moniecki,2,3212,1684,1684,34,1650,6,2,385,8,487,441,113,13,156,0,36,3
PODLASKIE,43,201105,Kuźnica,sokólski,4,3604,2058,2054,24,2030,7,1,282,10,652,719,120,20,187,5,24,3
PODLASKIE,43,200206,Łapy,białostocki,14,17638,10922,10909,114,10795,65,14,1265,150,3879,2917,295,188,1882,14,93,33
PODLASKIE,43,200207,Michałowo,białostocki,10,6269,3529,3529,53,3476,14,13,150,32,412,2517,95,11,208,3,16,5
PODLASKIE,43,201005,Mielnik,siemiatycki,3,2403,1398,1398,19,1379,1,5,43,7,229,932,74,4,76,3,2,3
PODLASKIE,43,201006,Milejczyce,siemiatycki,5,1989,1203,1203,24,1179,0,7,105,8,97,856,59,8,32,0,5,2
PODLASKIE,43,200806,Mońki,moniecki,11,11984,6165,6163,76,6087,26,10,834,49,1350,2509,368,58,820,6,51,6
PODLASKIE,43,200508,Narew,hajnowski,5,3844,2087,2087,21,2066,3,2,50,2,201,1614,135,2,55,0,1,1
PODLASKIE,43,200509,Narewka,hajnowski,3,3669,2050,2050,17,2033,6,8,50,8,68,1732,76,3,75,1,6,0
PODLASKIE,43,201106,Nowy Dwór,sokólski,3,2581,1389,1382,23,1359,1,0,234,10,258,569,171,31,75,4,3,3
PODLASKIE,43,201007,Nurzec-Stacja,siemiatycki,4,4191,2138,2138,31,2107,6,7,80,6,193,1587,113,4,94,1,9,7
PODLASKIE,43,200306,Orla,bielski,4,3280,1963,1963,27,1936,0,8,44,8,29,1750,71,0,22,1,2,1
PODLASKIE,43,201008,Perlejewo,siemiatycki,4,2581,1334,1332,20,1312,3,1,556,8,369,212,96,15,43,1,7,1
PODLASKIE,43,200208,Poświętne,białostocki,3,2952,1695,1694,26,1668,10,0,576,6,475,308,129,34,121,1,7,1
PODLASKIE,43,200307,Rudka,bielski,2,1397,838,838,15,823,3,0,149,5,330,216,28,1,76,0,10,5
PODLASKIE,43,201107,Sidra,sokólski,4,3231,1575,1573,22,1551,5,3,297,9,278,699,161,12,81,3,3,0
PODLASKIE,43,201001,Siemiatycze,siemiatycki,10,11284,6256,6253,54,6199,42,36,291,54,1296,3213,175,46,987,11,35,13
PODLASKIE,43,201009,Siemiatycze gm.,siemiatycki,8,5340,2599,2598,23,2575,5,10,309,5,361,1547,159,6,151,2,12,8
PODLASKIE,43,201108,Sokółka,sokólski,17,20711,10882,10877,133,10744,61,16,610,95,2297,4920,590,77,1931,8,120,19
PODLASKIE,43,201109,Suchowola,sokólski,7,6088,3372,3368,53,3315,4,6,821,14,745,1071,328,49,253,0,19,5
PODLASKIE,43,200209,Supraśl,białostocki,7,8407,5354,5354,54,5300,25,10,135,85,1071,2846,102,46,914,4,51,11
PODLASKIE,43,200210,Suraż,białostocki,4,1634,1077,1076,22,1054,2,1,187,3,372,262,96,10,106,1,13,1
PODLASKIE,43,201110,Szudziałowo,sokólski,3,3018,1532,1532,26,1506,10,2,98,9,302,821,104,6,133,3,17,1
PODLASKIE,43,200807,Trzcianne,moniecki,4,3714,1747,1746,30,1716,5,2,331,9,415,526,325,4,84,5,8,2
PODLASKIE,43,200211,Turośń Kościelna,białostocki,4,3662,2336,2336,29,2307,12,4,271,15,906,599,140,47,283,2,23,5
PODLASKIE,43,200212,Tykocin,białostocki,7,5033,2915,2911,37,2874,8,3,920,18,897,556,172,23,245,2,24,6
PODLASKIE,43,200213,Wasilków,białostocki,6,8544,5117,5117,79,5038,28,9,161,85,1572,1780,128,64,1147,5,54,5
PODLASKIE,43,200308,Wyszki,bielski,4,4110,2517,2517,38,2479,8,2,484,10,1236,392,180,10,140,1,16,0
PODLASKIE,43,200214,Zabłudów,białostocki,8,8445,4788,4785,51,4734,22,7,243,46,1416,2059,204,75,599,5,47,11
PODLASKIE,43,200215,Zawady,białostocki,2,2345,1135,1135,18,1117,1,2,387,2,319,216,102,18,65,0,5,0
PODLASKIE,44,201302,Ciechanowiec,wysokomazowiecki,12,7505,3761,3760,59,3701,14,6,886,30,935,1164,181,35,416,3,28,3
PODLASKIE,44,201303,Czyżew-Osada,wysokomazowiecki,4,4968,3002,3000,42,2958,14,3,1019,17,518,1006,135,34,200,2,10,0
PODLASKIE,44,200602,Grabowo,kolneński,4,2779,1445,1444,18,1426,4,1,459,12,308,474,94,6,54,1,12,1
PODLASKIE,44,200401,Grajewo,grajewski,9,16567,8975,8972,88,8884,63,28,374,103,1668,4812,211,156,1383,4,58,24
PODLASKIE,44,200402,Grajewo gm.,grajewski,5,4511,2082,2082,37,2045,5,0,479,11,283,844,261,13,128,1,11,9
PODLASKIE,44,200701,Jedwabne,łomżyński,4,4488,2300,2299,36,2263,6,4,709,24,734,400,157,58,140,1,13,17
PODLASKIE,44,201304,Klukowo,wysokomazowiecki,3,3826,2401,2400,34,2366,8,1,1054,10,614,424,126,22,97,0,6,4
PODLASKIE,44,201305,Kobylin-Borzymy,wysokomazowiecki,3,2885,1923,1922,13,1909,6,5,735,7,663,202,164,21,91,0,9,6
PODLASKIE,44,200601,Kolno,kolneński,8,7851,4424,4422,40,4382,26,6,249,37,1167,2081,111,55,601,4,33,12
PODLASKIE,44,200603,Kolno gm.,kolneński,10,6676,3546,3544,48,3496,9,6,1463,25,681,856,287,17,122,0,23,7
PODLASKIE,44,201402,Kołaki Kościelne,zambrowski,3,1887,1258,1257,17,1240,4,0,537,6,347,132,135,20,49,1,5,4
PODLASKIE,44,201306,Kulesze Kościelne,wysokomazowiecki,3,2563,1510,1510,18,1492,4,2,564,8,502,170,124,26,74,1,12,5
PODLASKIE,44,206201,Łomża,Łomża,30,46370,27290,27276,205,27071,210,62,1371,371,6990,11961,493,363,4924,33,219,74
PODLASKIE,44,200702,Łomża gm.,łomżyński,8,6848,3445,3444,43,3401,15,2,838,20,936,974,211,58,327,0,17,3
PODLASKIE,44,200604,Mały Płock,kolneński,4,3874,1799,1798,26,1772,1,3,522,6,343,611,171,12,93,2,5,3
PODLASKIE,44,200703,Miastkowo,łomżyński,3,3079,1476,1474,28,1446,7,3,377,9,469,300,119,19,130,0,13,0
PODLASKIE,44,201307,Nowe Piekuty,wysokomazowiecki,3,3196,2110,2109,29,2080,8,0,713,7,800,281,106,25,119,7,7,7
PODLASKIE,44,200704,Nowogród,łomżyński,3,2986,1718,1718,23,1695,3,2,467,10,463,510,79,13,120,1,21,6
PODLASKIE,44,200705,Piątnica,łomżyński,8,7670,3758,3755,48,3707,12,3,972,24,900,1097,286,40,344,3,20,6
PODLASKIE,44,200706,Przytuły,łomżyński,3,1803,1087,1086,16,1070,1,1,427,0,262,204,75,17,70,0,10,3
PODLASKIE,44,200403,Radziłów,grajewski,6,4226,2072,2071,32,2039,14,0,472,11,608,562,224,22,98,2,13,13
PODLASKIE,44,200404,Rajgród,grajewski,5,4241,2049,2049,31,2018,6,0,324,19,293,928,248,13,173,0,10,4
PODLASKIE,44,201403,Rutki,zambrowski,5,4770,2775,2773,35,2738,8,3,835,17,700,789,173,13,162,2,23,13
PODLASKIE,44,201308,Sokoły,wysokomazowiecki,4,4627,2936,2933,23,2910,17,3,902,10,890,583,178,96,211,1,12,7
PODLASKIE,44,200605,Stawiski,kolneński,6,5124,2657,2657,35,2622,10,4,785,17,528,873,200,11,170,1,22,1
PODLASKIE,44,200405,Szczuczyn,grajewski,5,4945,2685,2682,39,2643,22,0,503,12,461,1204,173,12,230,0,20,6
PODLASKIE,44,201309,Szepietowo,wysokomazowiecki,4,5753,3481,3480,37,3443,10,6,976,12,911,1042,133,30,302,2,8,11
PODLASKIE,44,201404,Szumowo,zambrowski,5,3764,2097,2097,16,2081,9,1,918,13,405,455,104,28,132,2,11,3
PODLASKIE,44,200707,Śniadowo,łomżyński,4,4395,2603,2594,39,2555,5,1,1097,13,673,473,88,17,163,4,16,5
PODLASKIE,44,200606,Turośl,kolneński,3,3787,1806,1803,40,1763,3,0,624,10,458,428,127,7,83,1,19,3
PODLASKIE,44,200406,Wąsosz,grajewski,4,3167,1638,1635,24,1611,8,1,412,9,304,616,163,16,72,3,5,2
PODLASKIE,44,200708,Wizna,łomżyński,5,3440,1899,1897,18,1879,14,0,597,6,495,448,183,11,110,0,9,6
PODLASKIE,44,201301,Wysokie Mazowieckie,wysokomazowiecki,4,6977,4213,4204,52,4152,28,6,340,48,820,1954,63,73,784,1,28,7
PODLASKIE,44,201310,Wysokie Mazowieckie gm.,wysokomazowiecki,5,4104,2363,2363,23,2340,7,4,880,8,601,478,150,23,164,2,17,6
PODLASKIE,44,201401,Zambrów,zambrowski,13,17334,9354,9345,81,9264,53,34,544,157,1890,4737,189,124,1428,14,65,29
PODLASKIE,44,201405,Zambrów gm.,zambrowski,9,6562,3595,3593,31,3562,8,4,1361,24,748,919,210,26,236,1,12,13
PODLASKIE,44,200709,Zbójna,łomżyński,5,3343,1620,1619,22,1597,1,2,378,11,360,562,145,13,106,2,13,4
PODLASKIE,45,200101,Augustów,augustowski,15,22601,12999,12996,115,12881,109,14,537,191,3111,5711,216,151,2653,5,156,27
